season,week,home_team,away_team,result,game_type,div_game,game_id,home_score,away_score
2022,4,IND,TEN,-7.0,REG,1.0,,,
2022,4,NYG,CHI,8.0,REG,0.0,,,
2022,4,PHI,JAX,8.0,REG,0.0,,,
2022,4,PIT,NYJ,-4.0,REG,0.0,,,
2022,4,CAR,ARI,-10.0,REG,0.0,,,
2022,4,GB,NE,3.0,REG,0.0,,,
2022,4,LV,DEN,9.0,REG,1.0,,,
2022,4,TB,KC,-10.0,REG,0.0,,,
2022,4,SF,LA,15.0,REG,1.0,,,
2022,5,DEN,IND,-3.0,REG,0.0,,,
2022,5,GB,NYG,-5.0,REG,0.0,,,
2022,5,BUF,PIT,35.0,REG,0.0,,,
2022,5,CLE,LAC,-2.0,REG,0.0,,,
2022,5,JAX,HOU,-7.0,REG,1.0,,,
2022,5,MIN,CHI,7.0,REG,1.0,,,
2022,5,NE,DET,29.0,REG,0.0,,,
2022,5,NO,SEA,7.0,REG,0.0,,,
2022,5,NYJ,MIA,23.0,REG,1.0,,,
2022,5,TB,ATL,6.0,REG,1.0,,,
2022,5,WAS,TEN,-4.0,REG,0.0,,,
2022,5,CAR,SF,-22.0,REG,0.0,,,
2022,5,ARI,PHI,-3.0,REG,0.0,,,
2022,5,LA,DAL,-12.0,REG,0.0,,,
2022,5,BAL,CIN,2.0,REG,1.0,,,
2022,5,KC,LV,1.0,REG,1.0,,,
2022,6,CHI,WAS,-5.0,REG,0.0,,,
2022,6,ATL,SF,14.0,REG,0.0,,,
2022,6,CLE,NE,-23.0,REG,0.0,,,
2022,6,GB,NYJ,-17.0,REG,0.0,,,
2022,6,IND,JAX,7.0,REG,1.0,,,
2022,6,MIA,MIN,-8.0,REG,0.0,,,
2022,6,NO,CIN,-4.0,REG,0.0,,,
2022,6,NYG,BAL,4.0,REG,0.0,,,
2022,6,PIT,TB,2.0,REG,0.0,,,
2022,6,LA,CAR,14.0,REG,0.0,,,
2022,6,SEA,ARI,10.0,REG,1.0,,,
2022,6,KC,BUF,-4.0,REG,0.0,,,
2022,6,PHI,DAL,9.0,REG,1.0,,,
2022,6,LAC,DEN,3.0,REG,1.0,,,
2022,7,ARI,NO,8.0,REG,0.0,,,
2022,7,BAL,CLE,3.0,REG,1.0,,,
2022,7,CAR,TB,18.0,REG,1.0,,,
2022,7,CIN,ATL,18.0,REG,0.0,,,
2022,7,DAL,DET,18.0,REG,0.0,,,
2022,7,JAX,NYG,-6.0,REG,0.0,,,
2022,7,TEN,IND,9.0,REG,1.0,,,
2022,7,WAS,GB,2.0,REG,0.0,,,
2022,7,DEN,NYJ,-7.0,REG,0.0,,,
2022,7,LV,HOU,18.0,REG,0.0,,,
2022,7,LAC,SEA,-14.0,REG,0.0,,,
2022,7,SF,KC,-21.0,REG,0.0,,,
2022,7,MIA,PIT,6.0,REG,0.0,,,
2022,7,NE,CHI,-19.0,REG,0.0,,,
2022,8,TB,BAL,-5.0,REG,0.0,,,
2022,8,JAX,DEN,-4.0,REG,0.0,,,
2022,8,ATL,CAR,3.0,REG,1.0,,,
2022,8,DAL,CHI,20.0,REG,0.0,,,
2022,8,DET,MIA,-4.0,REG,0.0,,,
2022,8,MIN,ARI,8.0,REG,0.0,,,
2022,8,NO,LV,24.0,REG,0.0,,,
2022,8,NYJ,NE,-5.0,REG,1.0,,,
2022,8,PHI,PIT,22.0,REG,0.0,,,
2022,8,HOU,TEN,-7.0,REG,1.0,,,
2022,8,IND,WAS,-1.0,REG,0.0,,,
2022,8,LA,SF,-17.0,REG,1.0,,,
2022,8,SEA,NYG,14.0,REG,0.0,,,
2022,8,BUF,GB,10.0,REG,0.0,,,
2022,8,CLE,CIN,19.0,REG,1.0,,,
2022,9,HOU,PHI,-12.0,REG,0.0,,,
2022,9,ATL,LAC,-3.0,REG,0.0,,,
2022,9,CHI,MIA,-3.0,REG,0.0,,,
2022,9,CIN,CAR,21.0,REG,0.0,,,
2022,9,DET,GB,6.0,REG,1.0,,,
2022,9,JAX,LV,7.0,REG,0.0,,,
2022,9,NE,IND,23.0,REG,0.0,,,
2022,9,NYJ,BUF,3.0,REG,1.0,,,
2022,9,WAS,MIN,-3.0,REG,0.0,,,
2022,9,ARI,SEA,-10.0,REG,1.0,,,
2022,9,TB,LA,3.0,REG,0.0,,,
2022,9,KC,TEN,3.0,REG,0.0,,,
2022,9,NO,BAL,-14.0,REG,0.0,,,
2022,10,CAR,ATL,10.0,REG,1.0,,,
2022,10,TB,SEA,5.0,REG,0.0,,,
2022,10,BUF,MIN,-3.0,REG,0.0,,,
2022,10,CHI,DET,-1.0,REG,1.0,,,
2022,10,KC,JAX,10.0,REG,0.0,,,
2022,10,MIA,CLE,22.0,REG,0.0,,,
2022,10,NYG,HOU,8.0,REG,0.0,,,
2022,10,PIT,NO,10.0,REG,0.0,,,
2022,10,TEN,DEN,7.0,REG,0.0,,,
2022,10,LV,IND,-5.0,REG,0.0,,,
2022,10,GB,DAL,3.0,REG,0.0,,,
2022,10,LA,ARI,-10.0,REG,1.0,,,
2022,10,SF,LAC,6.0,REG,0.0,,,
2022,10,PHI,WAS,-11.0,REG,1.0,,,
2022,11,GB,TEN,-10.0,REG,0.0,,,
2022,11,ATL,CHI,3.0,REG,0.0,,,
2022,11,BAL,CAR,10.0,REG,0.0,,,
2022,11,BUF,CLE,8.0,REG,0.0,,,
2022,11,HOU,WAS,-13.0,REG,0.0,,,
2022,11,IND,PHI,-1.0,REG,0.0,,,
2022,11,NE,NYJ,7.0,REG,1.0,,,
2022,11,NO,LA,7.0,REG,0.0,,,
2022,11,NYG,DET,-13.0,REG,0.0,,,
2022,11,DEN,LV,-6.0,REG,1.0,,,
2022,11,MIN,DAL,-37.0,REG,0.0,,,
2022,11,PIT,CIN,-7.0,REG,1.0,,,
2022,11,LAC,KC,-3.0,REG,1.0,,,
2022,11,ARI,SF,-28.0,REG,1.0,,,
2022,12,DET,BUF,-3.0,REG,0.0,,,
2022,12,DAL,NYG,8.0,REG,1.0,,,
2022,12,MIN,NE,7.0,REG,0.0,,,
2022,12,CAR,DEN,13.0,REG,0.0,,,
2022,12,CLE,TB,6.0,REG,0.0,,,
2022,12,JAX,BAL,1.0,REG,0.0,,,
2022,12,MIA,HOU,15.0,REG,0.0,,,
2022,12,NYJ,CHI,21.0,REG,0.0,,,
2022,12,TEN,CIN,-4.0,REG,0.0,,,
2022,12,WAS,ATL,6.0,REG,0.0,,,
2022,12,ARI,LAC,-1.0,REG,0.0,,,
2022,12,SEA,LV,-6.0,REG,0.0,,,
2022,12,KC,LA,16.0,REG,0.0,,,
2022,12,SF,NO,13.0,REG,0.0,,,
2022,12,PHI,GB,7.0,REG,0.0,,,
2022,12,IND,PIT,-7.0,REG,0.0,,,
2022,13,NE,BUF,-14.0,REG,1.0,,,
2022,13,ATL,PIT,-3.0,REG,0.0,,,
2022,13,BAL,DEN,1.0,REG,0.0,,,
2022,13,CHI,GB,-9.0,REG,1.0,,,
2022,13,DET,JAX,26.0,REG,0.0,,,
2022,13,HOU,CLE,-13.0,REG,0.0,,,
2022,13,MIN,NYJ,5.0,REG,0.0,,,
2022,13,NYG,WAS,0.0,REG,1.0,,,
2022,13,PHI,TEN,25.0,REG,0.0,,,
2022,13,LA,SEA,-4.0,REG,1.0,,,
2022,13,SF,MIA,16.0,REG,0.0,,,
2022,13,CIN,KC,3.0,REG,0.0,,,
2022,13,LV,LAC,7.0,REG,1.0,,,
2022,13,DAL,IND,35.0,REG,0.0,,,
2022,13,TB,NO,1.0,REG,1.0,,,
2022,14,LA,LV,1.0,REG,0.0,,,
2022,14,BUF,NYJ,8.0,REG,1.0,,,
2022,14,CIN,CLE,13.0,REG,1.0,,,
2022,14,DAL,HOU,4.0,REG,0.0,,,
2022,14,DET,MIN,11.0,REG,1.0,,,
2022,14,NYG,PHI,-26.0,REG,1.0,,,
2022,14,PIT,BAL,-2.0,REG,1.0,,,
2022,14,TEN,JAX,-14.0,REG,1.0,,,
2022,14,DEN,KC,-6.0,REG,1.0,,,
2022,14,SEA,CAR,-6.0,REG,0.0,,,
2022,14,SF,TB,28.0,REG,0.0,,,
2022,14,LAC,MIA,6.0,REG,0.0,,,
2022,14,ARI,NE,-14.0,REG,0.0,,,
2022,15,SEA,SF,-8.0,REG,1.0,,,
2022,15,MIN,IND,3.0,REG,0.0,,,
2022,15,CLE,BAL,10.0,REG,1.0,,,
2022,15,BUF,MIA,3.0,REG,1.0,,,
2022,15,CAR,PIT,-8.0,REG,0.0,,,
2022,15,CHI,PHI,-5.0,REG,0.0,,,
2022,15,HOU,KC,-6.0,REG,0.0,,,
2022,15,JAX,DAL,6.0,REG,0.0,,,
2022,15,NO,ATL,3.0,REG,1.0,,,
2022,15,NYJ,DET,-3.0,REG,0.0,,,
2022,15,DEN,ARI,9.0,REG,0.0,,,
2022,15,LV,NE,6.0,REG,0.0,,,
2022,15,LAC,TEN,3.0,REG,0.0,,,
2022,15,TB,CIN,-11.0,REG,0.0,,,
2022,15,WAS,NYG,-8.0,REG,1.0,,,
2022,15,GB,LA,12.0,REG,0.0,,,
2022,16,NYJ,JAX,-16.0,REG,0.0,,,
2022,16,BAL,ATL,8.0,REG,0.0,,,
2022,16,CAR,DET,14.0,REG,0.0,,,
2022,16,CHI,BUF,-22.0,REG,0.0,,,
2022,16,CLE,NO,-7.0,REG,0.0,,,
2022,16,KC,SEA,14.0,REG,0.0,,,
2022,16,MIN,NYG,3.0,REG,0.0,,,
2022,16,NE,CIN,-4.0,REG,0.0,,,
2022,16,TEN,HOU,-5.0,REG,1.0,,,
2022,16,SF,WAS,17.0,REG,0.0,,,
2022,16,DAL,PHI,6.0,REG,1.0,,,
2022,16,PIT,LV,3.0,REG,0.0,,,
2022,16,MIA,GB,-6.0,REG,0.0,,,
2022,16,LA,DEN,37.0,REG,0.0,,,
2022,16,ARI,TB,-3.0,REG,0.0,,,
2022,16,IND,LAC,-17.0,REG,0.0,,,
2022,17,TEN,DAL,-14.0,REG,0.0,,,
2022,17,ATL,ARI,1.0,REG,0.0,,,
2022,17,DET,CHI,31.0,REG,1.0,,,
2022,17,HOU,JAX,-28.0,REG,1.0,,,
2022,17,KC,DEN,3.0,REG,1.0,,,
2022,17,NE,MIA,2.0,REG,1.0,,,
2022,17,NYG,IND,28.0,REG,0.0,,,
2022,17,PHI,NO,-10.0,REG,0.0,,,
2022,17,TB,CAR,6.0,REG,1.0,,,
2022,17,WAS,CLE,-14.0,REG,0.0,,,
2022,17,LV,SF,-3.0,REG,0.0,,,
2022,17,SEA,NYJ,17.0,REG,0.0,,,
2022,17,GB,MIN,24.0,REG,1.0,,,
2022,17,LAC,LA,21.0,REG,0.0,,,
2022,17,BAL,PIT,-3.0,REG,1.0,,,
2022,18,LV,KC,-18.0,REG,1.0,,,
2022,18,JAX,TEN,4.0,REG,1.0,,,
2022,18,ATL,TB,13.0,REG,1.0,,,
2022,18,BUF,NE,12.0,REG,1.0,,,
2022,18,CHI,MIN,-16.0,REG,1.0,,,
2022,18,CIN,BAL,11.0,REG,1.0,,,
2022,18,IND,HOU,-1.0,REG,1.0,,,
2022,18,MIA,NYJ,5.0,REG,1.0,,,
2022,18,NO,CAR,-3.0,REG,1.0,,,
2022,18,PIT,CLE,14.0,REG,1.0,,,
2022,18,DEN,LAC,3.0,REG,1.0,,,
2022,18,PHI,NYG,6.0,REG,1.0,,,
2022,18,SEA,LA,3.0,REG,1.0,,,
2022,18,SF,ARI,25.0,REG,1.0,,,
2022,18,WAS,DAL,20.0,REG,1.0,,,
2022,18,GB,DET,-4.0,REG,1.0,,,
2022,19,SF,SEA,18.0,WC,1.0,,,
2022,19,JAX,LAC,1.0,WC,0.0,,,
2022,19,BUF,MIA,3.0,WC,1.0,,,
2022,19,MIN,NYG,-7.0,WC,0.0,,,
2022,19,CIN,BAL,7.0,WC,1.0,,,
2022,19,TB,DAL,-17.0,WC,0.0,,,
2022,20,KC,JAX,7.0,DIV,0.0,,,
2022,20,PHI,NYG,31.0,DIV,1.0,,,
2022,20,BUF,CIN,-17.0,DIV,0.0,,,
2022,20,SF,DAL,7.0,DIV,0.0,,,
2022,21,PHI,SF,24.0,CON,0.0,,,
2022,21,KC,CIN,3.0,CON,0.0,,,
2022,22,PHI,KC,-3.0,SB,0.0,,,
2023,1,KC,DET,-1.0,REG,0.0,,,
2023,1,ATL,CAR,14.0,REG,1.0,,,
2023,1,BAL,HOU,16.0,REG,0.0,,,
2023,1,CLE,CIN,21.0,REG,1.0,,,
2023,1,IND,JAX,-10.0,REG,1.0,,,
2023,1,MIN,TB,-3.0,REG,0.0,,,
2023,1,NO,TEN,1.0,REG,0.0,,,
2023,1,PIT,SF,-23.0,REG,0.0,,,
2023,1,WAS,ARI,4.0,REG,0.0,,,
2023,1,CHI,GB,-18.0,REG,1.0,,,
2023,1,DEN,LV,-1.0,REG,1.0,,,
2023,1,LAC,MIA,-2.0,REG,0.0,,,
2023,1,NE,PHI,-5.0,REG,0.0,,,
2023,1,SEA,LA,-17.0,REG,1.0,,,
2023,1,NYG,DAL,-40.0,REG,1.0,,,
2023,1,NYJ,BUF,6.0,REG,1.0,,,
2023,2,PHI,MIN,6.0,REG,0.0,,,
2023,2,ATL,GB,1.0,REG,0.0,,,
2023,2,BUF,LV,28.0,REG,0.0,,,
2023,2,CIN,BAL,-3.0,REG,1.0,,,
2023,2,DET,SEA,-6.0,REG,0.0,,,
2023,2,HOU,IND,-11.0,REG,1.0,,,
2023,2,JAX,KC,-8.0,REG,0.0,,,
2023,2,TB,CHI,10.0,REG,0.0,,,
2023,2,TEN,LAC,3.0,REG,0.0,,,
2023,2,ARI,NYG,-3.0,REG,0.0,,,
2023,2,LA,SF,-7.0,REG,1.0,,,
2023,2,DAL,NYJ,20.0,REG,0.0,,,
2023,2,DEN,WAS,-2.0,REG,0.0,,,
2023,2,NE,MIA,-7.0,REG,1.0,,,
2023,2,CAR,NO,-3.0,REG,1.0,,,
2023,2,PIT,CLE,4.0,REG,1.0,,,
2023,3,SF,NYG,18.0,REG,0.0,,,
2023,3,BAL,IND,-3.0,REG,0.0,,,
2023,3,CLE,TEN,24.0,REG,0.0,,,
2023,3,DET,ATL,14.0,REG,0.0,,,
2023,3,GB,NO,1.0,REG,0.0,,,
2023,3,JAX,HOU,-20.0,REG,1.0,,,
2023,3,MIA,DEN,50.0,REG,0.0,,,
2023,3,MIN,LAC,-4.0,REG,0.0,,,
2023,3,NYJ,NE,-5.0,REG,1.0,,,
2023,3,WAS,BUF,-34.0,REG,0.0,,,
2023,3,SEA,CAR,10.0,REG,0.0,,,
2023,3,ARI,DAL,12.0,REG,0.0,,,
2023,3,KC,CHI,31.0,REG,0.0,,,
2023,3,LV,PIT,-5.0,REG,0.0,,,
2023,3,TB,PHI,-14.0,REG,0.0,,,
2023,3,CIN,LA,3.0,REG,0.0,,,
2023,4,GB,DET,-14.0,REG,1.0,,,
2023,4,JAX,ATL,16.0,REG,0.0,,,
2023,4,BUF,MIA,28.0,REG,1.0,,,
2023,4,CAR,MIN,-8.0,REG,0.0,,,
2023,4,CHI,DEN,-3.0,REG,0.0,,,
2023,4,CLE,BAL,-25.0,REG,1.0,,,
2023,4,HOU,PIT,24.0,REG,0.0,,,
2023,4,IND,LA,-6.0,REG,0.0,,,
2023,4,NO,TB,-17.0,REG,1.0,,,
2023,4,PHI,WAS,3.0,REG,1.0,,,
2023,4,TEN,CIN,24.0,REG,0.0,,,
2023,4,LAC,LV,7.0,REG,1.0,,,
2023,4,DAL,NE,35.0,REG,0.0,,,
2023,4,SF,ARI,19.0,REG,1.0,,,
2023,4,NYJ,KC,-3.0,REG,0.0,,,
2023,4,NYG,SEA,-21.0,REG,0.0,,,
2023,5,WAS,CHI,-20.0,REG,0.0,,,
2023,5,BUF,JAX,-5.0,REG,0.0,,,
2023,5,ATL,HOU,2.0,REG,0.0,,,
2023,5,DET,CAR,18.0,REG,0.0,,,
2023,5,IND,TEN,7.0,REG,1.0,,,
2023,5,MIA,NYG,15.0,REG,0.0,,,
2023,5,NE,NO,-34.0,REG,0.0,,,
2023,5,PIT,BAL,7.0,REG,1.0,,,
2023,5,ARI,CIN,-14.0,REG,0.0,,,
2023,5,LA,PHI,-9.0,REG,0.0,,,
2023,5,DEN,NYJ,-10.0,REG,0.0,,,
2023,5,MIN,KC,-7.0,REG,0.0,,,
2023,5,SF,DAL,32.0,REG,0.0,,,
2023,5,LV,GB,4.0,REG,0.0,,,
2023,6,KC,DEN,11.0,REG,1.0,,,
2023,6,TEN,BAL,-8.0,REG,0.0,,,
2023,6,ATL,WAS,-8.0,REG,0.0,,,
2023,6,CHI,MIN,-6.0,REG,1.0,,,
2023,6,CIN,SEA,4.0,REG,0.0,,,
2023,6,CLE,SF,2.0,REG,0.0,,,
2023,6,HOU,NO,7.0,REG,0.0,,,
2023,6,JAX,IND,17.0,REG,1.0,,,
2023,6,MIA,CAR,21.0,REG,0.0,,,
2023,6,LV,NE,4.0,REG,0.0,,,
2023,6,LA,ARI,17.0,REG,1.0,,,
2023,6,NYJ,PHI,6.0,REG,0.0,,,
2023,6,TB,DET,-14.0,REG,0.0,,,
2023,6,BUF,NYG,5.0,REG,0.0,,,
2023,6,LAC,DAL,-3.0,REG,0.0,,,
2023,7,NO,JAX,-7.0,REG,0.0,,,
2023,7,BAL,DET,32.0,REG,0.0,,,
2023,7,CHI,LV,18.0,REG,0.0,,,
2023,7,IND,CLE,-1.0,REG,0.0,,,
2023,7,NE,BUF,4.0,REG,1.0,,,
2023,7,NYG,WAS,7.0,REG,1.0,,,
2023,7,TB,ATL,-3.0,REG,1.0,,,
2023,7,LA,PIT,-7.0,REG,0.0,,,
2023,7,SEA,ARI,10.0,REG,1.0,,,
2023,7,DEN,GB,2.0,REG,0.0,,,
2023,7,KC,LAC,14.0,REG,1.0,,,
2023,7,PHI,MIA,14.0,REG,0.0,,,
2023,7,MIN,SF,5.0,REG,0.0,,,
2023,8,BUF,TB,6.0,REG,0.0,,,
2023,8,CAR,HOU,2.0,REG,0.0,,,
2023,8,DAL,LA,23.0,REG,0.0,,,
2023,8,GB,MIN,-14.0,REG,1.0,,,
2023,8,IND,NO,-11.0,REG,0.0,,,
2023,8,MIA,NE,14.0,REG,1.0,,,
2023,8,NYG,NYJ,-3.0,REG,0.0,,,
2023,8,PIT,JAX,-10.0,REG,0.0,,,
2023,8,TEN,ATL,5.0,REG,0.0,,,
2023,8,WAS,PHI,-7.0,REG,1.0,,,
2023,8,SEA,CLE,4.0,REG,0.0,,,
2023,8,ARI,BAL,-7.0,REG,0.0,,,
2023,8,DEN,KC,15.0,REG,1.0,,,
2023,8,SF,CIN,-14.0,REG,0.0,,,
2023,8,LAC,CHI,17.0,REG,0.0,,,
2023,8,DET,LV,12.0,REG,0.0,,,
2023,9,PIT,TEN,4.0,REG,0.0,,,
2023,9,KC,MIA,7.0,REG,0.0,,,
2023,9,ATL,MIN,-3.0,REG,0.0,,,
2023,9,BAL,SEA,34.0,REG,0.0,,,
2023,9,CLE,ARI,27.0,REG,0.0,,,
2023,9,GB,LA,17.0,REG,0.0,,,
2023,9,HOU,TB,2.0,REG,0.0,,,
2023,9,NE,WAS,-3.0,REG,0.0,,,
2023,9,NO,CHI,7.0,REG,0.0,,,
2023,9,CAR,IND,-14.0,REG,0.0,,,
2023,9,LV,NYG,24.0,REG,0.0,,,
2023,9,PHI,DAL,5.0,REG,1.0,,,
2023,9,CIN,BUF,6.0,REG,0.0,,,
2023,9,NYJ,LAC,-21.0,REG,0.0,,,
2023,10,CHI,CAR,3.0,REG,0.0,,,
2023,10,NE,IND,-4.0,REG,0.0,,,
2023,10,BAL,CLE,-2.0,REG,1.0,,,
2023,10,CIN,HOU,-3.0,REG,0.0,,,
2023,10,JAX,SF,-31.0,REG,0.0,,,
2023,10,MIN,NO,8.0,REG,0.0,,,
2023,10,PIT,GB,4.0,REG,0.0,,,
2023,10,TB,TEN,14.0,REG,0.0,,,
2023,10,ARI,ATL,2.0,REG,0.0,,,
2023,10,LAC,DET,-3.0,REG,0.0,,,
2023,10,DAL,NYG,32.0,REG,1.0,,,
2023,10,SEA,WAS,3.0,REG,0.0,,,
2023,10,LV,NYJ,4.0,REG,0.0,,,
2023,10,BUF,DEN,-2.0,REG,0.0,,,
2023,11,BAL,CIN,14.0,REG,1.0,,,
2023,11,CAR,DAL,-23.0,REG,0.0,,,
2023,11,CLE,PIT,3.0,REG,1.0,,,
2023,11,DET,CHI,5.0,REG,1.0,,,
2023,11,GB,LAC,3.0,REG,0.0,,,
2023,11,HOU,ARI,5.0,REG,0.0,,,
2023,11,JAX,TEN,20.0,REG,1.0,,,
2023,11,MIA,LV,7.0,REG,0.0,,,
2023,11,WAS,NYG,-12.0,REG,1.0,,,
2023,11,SF,TB,13.0,REG,0.0,,,
2023,11,BUF,NYJ,26.0,REG,1.0,,,
2023,11,LA,SEA,1.0,REG,1.0,,,
2023,11,DEN,MIN,1.0,REG,0.0,,,
2023,11,KC,PHI,-4.0,REG,0.0,,,
2023,12,DET,GB,-7.0,REG,1.0,,,
2023,12,DAL,WAS,35.0,REG,1.0,,,
2023,12,SEA,SF,-18.0,REG,1.0,,,
2023,12,NYJ,MIA,-21.0,REG,1.0,,,
2023,12,ATL,NO,9.0,REG,1.0,,,
2023,12,CIN,PIT,-6.0,REG,1.0,,,
2023,12,HOU,JAX,-3.0,REG,1.0,,,
2023,12,IND,TB,7.0,REG,0.0,,,
2023,12,NYG,NE,3.0,REG,0.0,,,
2023,12,TEN,CAR,7.0,REG,0.0,,,
2023,12,ARI,LA,-23.0,REG,1.0,,,
2023,12,DEN,CLE,17.0,REG,0.0,,,
2023,12,LV,KC,-14.0,REG,1.0,,,
2023,12,PHI,BUF,3.0,REG,0.0,,,
2023,12,LAC,BAL,-10.0,REG,0.0,,,
2023,12,MIN,CHI,-2.0,REG,1.0,,,
2023,13,DAL,SEA,6.0,REG,0.0,,,
2023,13,HOU,DEN,5.0,REG,0.0,,,
2023,13,NE,LAC,-6.0,REG,0.0,,,
2023,13,NO,DET,-5.0,REG,0.0,,,
2023,13,NYJ,ATL,-5.0,REG,0.0,,,
2023,13,PIT,ARI,-14.0,REG,0.0,,,
2023,13,TEN,IND,-3.0,REG,1.0,,,
2023,13,WAS,MIA,-30.0,REG,0.0,,,
2023,13,TB,CAR,3.0,REG,1.0,,,
2023,13,LA,CLE,17.0,REG,0.0,,,
2023,13,PHI,SF,-23.0,REG,0.0,,,
2023,13,GB,KC,8.0,REG,0.0,,,
2023,13,JAX,CIN,-3.0,REG,0.0,,,
2023,14,PIT,NE,-3.0,REG,0.0,,,
2023,14,ATL,TB,-4.0,REG,1.0,,,
2023,14,BAL,LA,6.0,REG,0.0,,,
2023,14,CHI,DET,15.0,REG,1.0,,,
2023,14,CIN,IND,20.0,REG,0.0,,,
2023,14,CLE,JAX,4.0,REG,0.0,,,
2023,14,NO,CAR,22.0,REG,1.0,,,
2023,14,NYJ,HOU,24.0,REG,0.0,,,
2023,14,LV,MIN,-3.0,REG,0.0,,,
2023,14,SF,SEA,12.0,REG,1.0,,,
2023,14,KC,BUF,-3.0,REG,0.0,,,
2023,14,LAC,DEN,-17.0,REG,1.0,,,
2023,14,DAL,PHI,20.0,REG,1.0,,,
2023,14,MIA,TEN,-1.0,REG,0.0,,,
2023,14,NYG,GB,2.0,REG,0.0,,,
2023,15,LV,LAC,42.0,REG,1.0,,,
2023,15,CIN,MIN,3.0,REG,0.0,,,
2023,15,IND,PIT,17.0,REG,0.0,,,
2023,15,DET,DEN,25.0,REG,0.0,,,
2023,15,CAR,ATL,2.0,REG,1.0,,,
2023,15,CLE,CHI,3.0,REG,0.0,,,
2023,15,GB,TB,-14.0,REG,0.0,,,
2023,15,MIA,NYJ,30.0,REG,1.0,,,
2023,15,NE,KC,-10.0,REG,0.0,,,
2023,15,NO,NYG,18.0,REG,0.0,,,
2023,15,TEN,HOU,-3.0,REG,1.0,,,
2023,15,ARI,SF,-16.0,REG,1.0,,,
2023,15,LA,WAS,8.0,REG,0.0,,,
2023,15,BUF,DAL,21.0,REG,0.0,,,
2023,15,JAX,BAL,-16.0,REG,0.0,,,
2023,15,SEA,PHI,3.0,REG,0.0,,,
2023,16,LA,NO,8.0,REG,0.0,,,
2023,16,PIT,CIN,23.0,REG,1.0,,,
2023,16,LAC,BUF,-2.0,REG,0.0,,,
2023,16,ATL,IND,19.0,REG,0.0,,,
2023,16,CAR,GB,-3.0,REG,0.0,,,
2023,16,HOU,CLE,-14.0,REG,0.0,,,
2023,16,MIN,DET,-6.0,REG,1.0,,,
2023,16,NYJ,WAS,2.0,REG,0.0,,,
2023,16,TEN,SEA,-3.0,REG,0.0,,,
2023,16,TB,JAX,18.0,REG,0.0,,,
2023,16,CHI,ARI,11.0,REG,0.0,,,
2023,16,MIA,DAL,2.0,REG,0.0,,,
2023,16,DEN,NE,-3.0,REG,0.0,,,
2023,16,KC,LV,-6.0,REG,1.0,,,
2023,16,PHI,NYG,8.0,REG,1.0,,,
2023,16,SF,BAL,-14.0,REG,0.0,,,
2023,17,CLE,NYJ,17.0,REG,0.0,,,
2023,17,DAL,DET,1.0,REG,0.0,,,
2023,17,BAL,MIA,37.0,REG,0.0,,,
2023,17,BUF,NE,6.0,REG,1.0,,,
2023,17,CHI,ATL,20.0,REG,0.0,,,
2023,17,HOU,TEN,23.0,REG,1.0,,,
2023,17,IND,LV,3.0,REG,0.0,,,
2023,17,JAX,CAR,26.0,REG,0.0,,,
2023,17,NYG,LA,-1.0,REG,0.0,,,
2023,17,PHI,ARI,-4.0,REG,0.0,,,
2023,17,TB,NO,-10.0,REG,1.0,,,
2023,17,WAS,SF,-17.0,REG,0.0,,,
2023,17,SEA,PIT,-7.0,REG,0.0,,,
2023,17,DEN,LAC,7.0,REG,1.0,,,
2023,17,KC,CIN,8.0,REG,0.0,,,
2023,17,MIN,GB,-23.0,REG,1.0,,,
2023,18,BAL,PIT,-7.0,REG,1.0,,,
2023,18,IND,HOU,-4.0,REG,1.0,,,
2023,18,CAR,TB,-9.0,REG,1.0,,,
2023,18,CIN,CLE,17.0,REG,1.0,,,
2023,18,DET,MIN,10.0,REG,1.0,,,
2023,18,NE,NYJ,-14.0,REG,1.0,,,
2023,18,NO,ATL,31.0,REG,1.0,,,
2023,18,TEN,JAX,8.0,REG,1.0,,,
2023,18,ARI,SEA,-1.0,REG,1.0,,,
2023,18,GB,CHI,8.0,REG,1.0,,,
2023,18,LAC,KC,-1.0,REG,1.0,,,
2023,18,LV,DEN,13.0,REG,1.0,,,
2023,18,NYG,PHI,17.0,REG,1.0,,,
2023,18,SF,LA,-1.0,REG,1.0,,,
2023,18,WAS,DAL,-28.0,REG,1.0,,,
2023,18,MIA,BUF,-7.0,REG,1.0,,,
2023,19,HOU,CLE,31.0,WC,0.0,,,
2023,19,KC,MIA,19.0,WC,0.0,,,
2023,19,DAL,GB,-16.0,WC,0.0,,,
2023,19,DET,LA,1.0,WC,0.0,,,
2023,19,BUF,PIT,14.0,WC,0.0,,,
2023,19,TB,PHI,23.0,WC,0.0,,,
2023,20,BAL,HOU,24.0,DIV,0.0,,,
2023,20,SF,GB,3.0,DIV,0.0,,,
2023,20,DET,TB,8.0,DIV,0.0,,,
2023,20,BUF,KC,-3.0,DIV,0.0,,,
2023,21,BAL,KC,-7.0,CON,0.0,,,
2023,21,SF,DET,3.0,CON,0.0,,,
2023,22,KC,SF,3.0,SB,0.0,,,
2024,1,KC,BAL,7.0,REG,0.0,,,
2024,1,PHI,GB,5.0,REG,0.0,,,
2024,1,ATL,PIT,-8.0,REG,0.0,,,
2024,1,BUF,ARI,6.0,REG,0.0,,,
2024,1,CHI,TEN,7.0,REG,0.0,,,
